video,track_id,frame_count,move_distance
C021_A20_SY15_P01_S09_01DAS,381,32,10.994557609559797
C021_A20_SY15_P01_S09_01DAS,384,6,26.168072544856315
C021_A20_SY15_P01_S09_01DAS,385,19,131.94431410003412
C021_A20_SY15_P01_S09_01DAS,386,56,386.7197175587064
C021_A20_SY15_P01_S09_01DAS,387,8,68.2125013923037
C021_A20_SY15_P01_S09_01DAS,390,1,0.0
C021_A20_SY15_P01_S09_01DAS,391,1,0.0
C021_A20_SY15_P01_S09_01DAS,392,3,20.292777304216298
C021_A20_SY15_P01_S09_01DAS,396,56,388.3908525934818
C021_A20_SY15_P01_S09_01DAS,397,19,49.63548479003385
C021_A20_SY15_P01_S09_01DAS,402,4,4.2352328483724655
C021_A20_SY15_P01_S09_01DAS,403,3,36.47699080215409
C021_A20_SY15_P01_S09_01DAS,404,41,245.12146213641708
C021_A20_SY15_P01_S09_01DAS,405,27,102.09446325512646
C021_A20_SY15_P01_S09_01DAS,406,22,44.208230210570974
C021_A20_SY15_P01_S09_01DAS,408,15,28.911188483138172
C021_A20_SY15_P01_S09_01DAS,409,10,113.77265777669656
C021_A20_SY15_P01_S09_01DBS,363,600,2020.3356111954638
C021_A20_SY15_P01_S09_01DBS,410,12,3.077356136451857
C021_A20_SY15_P01_S09_01DBS,411,11,8.318945073783773
C021_A20_SY15_P01_S09_02DBS,363,570,1713.4057617055412
C021_A20_SY15_P01_S09_02DBS,413,29,177.3556453160225
C021_A20_SY15_P01_S09_02DBS,415,10,10.05948250214296
C021_A20_SY15_P01_S09_02DBS,417,9,2.8506775091702
C021_A20_SY15_P01_S09_02DBS,419,6,1.1123214820876832
C021_A20_SY15_P01_S10_01DAS,423,599,1758.2143958158101
C021_A20_SY15_P01_S10_01DAS,424,12,2.018064448600894
C021_A20_SY15_P01_S10_01DAS,425,4,5.0692878953675455
C021_A20_SY15_P01_S10_01DAS,426,415,112.84476006255007
C021_A20_SY15_P01_S10_01DAS,427,3,9.691899492385147
C021_A20_SY15_P01_S10_01DAS,429,8,252.7424391506665
C021_A20_SY15_P01_S10_01DBS,423,600,2664.358742271776
C021_A20_SY15_P01_S10_01DBS,430,599,78.0681762763605
C021_A20_SY15_P01_S10_01DBS,431,595,80.93315192888011
C021_A20_SY15_P01_S10_01DBS,432,245,78.98827043163477
C021_A20_SY15_P01_S10_01DBS,433,33,3.196502476184282
C021_A20_SY15_P01_S10_01DBS,434,72,11.934351257808316
C021_A20_SY15_P01_S10_01DBS,437,1,0.0
C021_A20_SY15_P01_S10_01DBS,438,5,0.502072504826214
C021_A20_SY15_P01_S10_01DBS,439,1,0.0
C021_A20_SY15_P01_S10_01DBS,441,12,2.3753276172866435
C021_A20_SY15_P01_S10_01DBS,442,72,68.15418886530917
C021_A20_SY15_P01_S10_01DBS,443,47,3.716442569825797
C021_A20_SY15_P01_S10_01DBS,444,20,4.9319863875985765
C021_A20_SY15_P01_S10_01DBS,445,1,0.0
C021_A20_SY15_P01_S10_01DBS,447,10,0.971821034979963
C021_A20_SY15_P01_S10_01DBS,448,2,0.04978321584973533
C021_A20_SY15_P01_S10_01DBS,449,25,1.6045410431779075
C021_A20_SY15_P01_S10_01DBS,450,33,3.9209212962909072
C021_A20_SY15_P01_S10_01DBS,451,68,118.57438653159299
C021_A20_SY15_P01_S10_01DBS,452,16,3.364556454797988
C021_A20_SY15_P01_S10_01DBS,453,6,0.9058263856720236
C021_A20_SY15_P01_S10_01DBS,454,5,0.34569603061513915
C021_A20_SY15_P01_S10_01DBS,455,18,1.8323802124485051
C021_A20_SY15_P01_S10_02DAS,456,599,2108.6226399275256
C021_A20_SY15_P01_S10_02DAS,457,549,128.97036728532206
C021_A20_SY15_P01_S10_02DAS,458,1,0.0
C021_A20_SY15_P01_S10_02DAS,459,4,51.24523991139469
C021_A20_SY15_P01_S10_02DBS,460,599,2153.8099099740493
C021_A20_SY15_P01_S10_02DBS,461,599,92.76946057238877
C021_A20_SY15_P01_S10_02DBS,462,596,56.05094788095249
