video,track_id,frame_count,move_distance,avg_speed,max_speed,min_speed,std_speed,movement_range,trajectory_variance
C021_A18_SY16_P01_S06_01DAS,2994,600,679.6140081035066,1.1345809818088604,63.30197912190348,0.019895922127412376,2.896198516231356,147.90780639648426,990.8352312205543
C021_A18_SY16_P01_S06_01DBS,1915,600,548.6465949368774,0.915937554151715,51.599112242212726,0.020510083027443303,2.6025875608795626,159.60192108154297,336.70053314517116
C021_A21_SY16_P07_S07_02DBS,2353,600,1199.0229876262586,2.0017078257533534,51.04570837953926,0.011448932895326136,3.0451272175512525,98.259033203125,715.6214931369659
C021_A18_SY16_P01_S13_02NBS,2578,600,571.4747590610092,0.9540480117879954,47.87232734899313,0.004882961509338271,3.158077316753961,221.88683319091797,1093.0099577576157
C021_A21_SY16_P07_S07_02DAS,989,600,408.15238109645327,0.6813896178571832,12.677191715390526,0.007954850322590822,1.0495892194594243,58.62715148925781,418.85632357652787
C021_A21_SY16_P07_S06_01DAS,420,600,604.9545982723105,1.0099408986182152,26.37195312470189,0.030349628837645984,1.4386460517701758,100.13556671142578,182.5483839835082
C021_A21_SY16_P07_S07_01DBS,3049,600,516.3865258678104,0.8620810114654598,19.208899725406038,0.030833814543784747,0.9531249212306067,59.80793762207031,105.82770725706678
C021_A18_SY16_P01_S06_02DAS,3154,600,433.9782536147692,0.7245045970196483,53.880747735465164,0.001465181470722856,2.457194730348804,183.20462036132812,434.5250733514976
C021_A18_SY16_P01_S08_02DAS,2211,600,688.3658555056184,1.1491917454183949,43.91616468011942,0.03141104285003289,2.479671656000562,152.761474609375,526.0275171212279
C021_A18_SY16_P07_S07_02DAS,1821,600,637.5710096891535,1.0643923367097725,13.860298626889412,0.018204905623416864,1.420862684278386,63.63914489746094,145.79833293824092
C021_A18_SY16_P07_S06_02DAS,2674,600,1036.3828042525174,1.7301883209557876,23.296894701056992,0.014559045867127855,1.9068772516895884,119.09015655517578,328.50771468834
C021_A18_SY16_P07_S03_03DAS,257,600,442.7869240279435,0.7392102237528274,31.338341830815626,0.006006272038184649,1.6096261907516762,142.37125396728516,320.33843305669336
C021_A18_SY16_P07_S03_02DAS,2242,600,1627.0100109522298,2.7162103688684955,125.1794359406652,0.0076435758398622836,6.056738376036515,323.1878204345703,927.596191553901
C021_A18_SY16_P07_S03_01DBS,466,600,429.0262574085265,0.716237491500044,41.25099492611958,0.013242310439723477,1.866127355452216,144.70729064941406,647.757726190151
C021_A21_SY15_P01_S05_01DBS,3602,600,2139.293212362037,3.5714410890851984,20.618431520576173,0.04690291708374763,3.0312043413769065,552.421760559082,13817.022167949126
C021_A21_SY15_P01_S11_01DBS,497,600,2284.719213436068,3.814222393048523,29.92197226556866,0.011012599581178634,3.9282348079031135,913.9040069580078,43582.79481037993
C021_A17_SY15_P01_S11_01DBS,1915,600,1542.1749976974327,2.5745826338855307,51.72716360028513,0.023245733505509555,3.6667803154911094,835.4433212280273,20086.745454359676
C021_A18_SY15_P07_S14_02DBS,3318,600,957.1671372578206,1.5979417984270805,8.575996820687148,0.021099131612922296,1.6932187668516308,430.2432632446289,5489.6092659936585
C021_A18_SY15_P07_S14_03DAS,1103,600,819.5287008581843,1.368161437158905,10.331300326764008,0.013427743044763714,1.6644265094802233,399.28682708740234,3591.719522103186
C021_A18_SY15_P07_S14_03DBS,3407,600,1056.4669690666067,1.763717811463451,15.415052730343088,0.009830260949847774,2.212311757452473,454.20247650146484,4348.576764218635
C021_A18_SY16_P07_S08_03DAS,1185,600,249.27390543581615,0.41615009254727264,42.654257232300516,0.008495710216284051,1.9350678673233548,119.92222595214844,222.58055176764387
C021_A21_SY15_P01_S13_01NBS,2935,600,1837.268812794584,3.067226732545216,37.14255504476538,0.08617694270537615,3.1334817435107363,404.92681884765625,8290.858204179507
C021_A18_SY16_P07_S08_01DBS,368,600,332.02640500665603,0.5543011769727145,26.346768616597306,0.007507793287804401,1.2600862209922612,113.36449432373047,586.7466226706373
C021_A18_SY15_P07_S13_03NAS,1820,600,698.8230891165035,1.1666495644682873,9.242051548214992,0.016833551488374406,1.5043943329745402,331.7561340332031,1668.8179206833456
C021_A18_SY15_P07_S14_01DBS,2078,600,1171.5318096457527,1.9558127039161146,17.474844357955217,0.028726575162636832,1.9500442084359688,474.73563385009766,7709.498492409935
C021_A18_SY16_P07_S11_03NAS,1493,600,357.21237593821564,0.5963478730187232,13.373680403691322,0.01070841987189282,0.9747995333124809,96.82470703125,392.58254369190115
C021_A18_SY16_P01_S04_02DAS,1481,600,203.69066457565268,0.3400511929476671,27.41929604307153,0.002471923828125,1.2651843455151752,102.11590576171875,441.83947188405
C021_A21_SY15_P07_S01_01DBS,2682,600,1171.6838701202198,1.9560665611355919,42.67945904133421,0.030191545319307844,2.2172900791941967,228.38784790039062,1707.6495198835455
C021_A18_SY16_P07_S02_01DAS,2478,600,280.5248142262245,0.46832189353292963,5.584047994209748,0.011201512802143878,0.6833100759337598,81.16962432861328,265.0296342446586
C021_A21_SY15_P07_S02_01DAS,2949,600,2171.3428142341695,3.624946267502789,16.580965422988793,0.1164142179082334,2.596881614621845,350.50130462646484,8284.976428931855
C021_A21_SY15_P07_S03_01DAS,1964,600,1961.6447047762672,3.2748659512124636,19.143795295864017,0.08195390347273772,2.4130718946402747,300.4942855834961,4602.399686122025
C021_A21_SY15_P07_S06_01DBS,714,600,1704.289795389477,2.8452250340391947,15.969209503974,0.06885009957435242,2.5346485304665283,408.19261169433594,5144.769445603252
C021_A18_SY16_P07_S02_03DBS,97,600,202.1968319260237,0.3375573154023767,14.797913958782603,0.008608445693744814,0.7757255975249172,67.21089172363281,38.12777429296319
C021_A21_SY15_P07_S12_01NBS,469,600,1380.4765043550517,2.304635232646165,13.21615312442227,0.04990646770778554,2.5507253676768205,724.9671325683594,24376.06297659069
C021_A21_SY15_P07_S14_01DBS,2489,600,1326.9174993960482,2.2152212009950745,12.924030963664546,0.036605008089331766,1.8057756100098923,393.55682373046875,5515.753918211629
C021_A21_SY16_P07_S01_01DBS,2661,600,403.6465027221666,0.6738672833425154,12.803014013115678,0.006809678049902429,1.3285511007893067,121.20832824707031,376.44985410885477
C021_A18_SY16_P01_S11_01DBS,1401,600,661.8211306802979,1.1048766789320497,43.65537278084295,0.02094925046289232,2.132631258741518,238.1495361328125,4430.2080674791105
C021_A18_SY16_P01_S04_01DAS,3758,600,485.0998162998478,0.8098494429045872,27.242515648194704,0.007127095998563964,1.4470172482355934,153.11256408691406,1302.5763431646121
C021_A18_SY16_P01_S04_01DBS,1708,600,406.71403863702466,0.6789883783589725,5.527981373000584,0.01053957432595584,0.8048526338044735,95.64469146728516,723.4790606061069
C021_A21_SY16_P07_S03_01DAS,3407,600,558.5969898138753,0.9325492317426967,36.84077695830182,0.001201962621661864,1.9784042992184114,142.78814697265636,606.2117095434029
C021_A21_SY16_P07_S03_02DAS,1440,600,431.5688254566201,0.7204821793933559,42.90783464083763,0.020407603585626426,2.0676728821308306,144.00245666503906,2232.250938049399
C021_A18_SY16_P07_S13_01NAS,1999,600,376.18084032397974,0.6280147584707505,4.755715679769059,0.011944279498809895,0.7504467002977102,73.86949157714844,176.83313807053574
C021_A18_SY16_P07_S12_03NAS,1061,600,320.269252298944,0.5346732091802078,7.077007171293103,0.014975807690789865,0.7013294143956963,81.49974822998047,492.9605822675453
C021_A20_SY32_P01_S08_02DAS,1501,600,1068.1138400484385,1.7831616695299475,56.906819674334535,0.0269623493567177,2.958326366305865,487.8125762939453,13638.84642189908
C021_A18_SY15_P07_S12_01NAS,2428,600,1390.8201782395888,2.321903469515173,16.65440180261063,0.01601991370685681,2.3668779419671777,570.8003234863281,14592.138901413437
C021_A17_SY15_P07_S06_01DAS,3675,600,1140.2064529994113,1.903516616025728,17.318708404466953,0.012314591981768966,2.7706364879903154,414.86058807373047,4014.9951753197283
C021_A18_SY15_P07_S12_03NBS,3531,600,1122.9916591259287,1.8747773942002122,16.104981791346706,0.004148770464898833,2.7770264725378624,731.7143020629883,22130.159665626285
C021_A18_SY15_P07_S13_01NAS,2792,600,1197.2044442958254,1.9986718602601445,16.935569226032765,0.012013428360919648,2.0302708184604485,401.63148498535156,12809.776407897489
C021_A18_SY15_P07_S10_02DAS,833,600,867.6533567350378,1.4485030997246047,23.50006844603119,0.012147376207316395,1.935067189616834,327.60540771484375,2752.855342842391
C021_A18_SY16_P07_S12_02NAS,958,600,1274.5065743360399,2.127723830277195,9.568144271260397,0.027101898955804837,2.120450534271687,106.72174072265625,447.77817922829763
C021_A18_SY16_P07_S12_02NBS,714,600,633.3553852199932,1.0573545663105066,10.722600524886523,0.008456067917999903,1.2820948849545306,102.68318176269531,495.40947025133016
C021_A18_SY16_P07_S12_01NAS,1427,600,281.296152387913,0.4696096033187192,4.310699778565299,0.008358488325528629,0.584137672918209,70.05682373046875,534.9256454457851
C021_A18_SY15_P07_S12_01NBS,2519,600,1396.049987784415,2.33063437025779,27.76629366940727,0.028321176754161972,2.6848928995177133,697.5939559936523,26600.649722661026
C021_A18_SY16_P07_S08_03DBS,3600,600,175.86552833836384,0.2935985448052818,20.632248517594846,0.009311862773343157,0.9472690248740903,80.5885238647461,301.0840303196492
C021_A18_SY16_P07_S10_01DAS,897,600,486.4789066157326,0.8121517639661641,49.09403169818886,0.00803031376843981,2.296959982677688,178.1586151123047,497.65603285226814
C021_A18_SY16_P07_S10_03DAS,859,600,280.81934637935166,0.46881359996552857,33.902927189735685,0.006034537595378773,1.5712290638504838,125.98768615722656,519.0363646107909
C021_A18_SY16_P07_S14_03DAS,2890,600,308.9991564619099,0.5158583580332388,5.110769587715921,0.01771219438763349,0.6429027494875684,137.07038116455078,1569.2219590661039
C021_A20_SY16_P07_S14_01DBS,912,600,606.8545986879718,1.0131128525675661,6.97435630062056,0.030407892522978076,1.012002308365936,160.9543228149414,1295.0473074458387
C021_A18_SY15_P01_S02_02DAS,581,600,1441.2143537739032,2.4060339795891568,42.431295856387045,0.0173286258447336,2.841591245209677,382.8298568725586,5880.418346891704
C021_A20_SY17_P07_S01_01DAS,1858,600,354.3608462060655,0.5915873893256516,6.783372708374766,0.012371820149657821,0.9559124966495549,194.59779357910156,3748.3901351011314
C021_A17_SY15_P07_S10_01DAS,2793,600,1289.0595391358095,2.1520192639996845,23.856587701698565,0.01693706340508621,2.3960248713433865,345.7630920410156,4914.7625844556
C021_A17_SY15_P07_S11_01DAS,2793,600,457.0926629420208,0.7630929264474474,5.653541425943129,0.008439255372873218,0.8407696189140406,139.40577697753906,951.6208647287037
C021_A18_SY17_P07_S06_01DAS,2766,600,494.1122749160208,0.824895283666145,32.15487674435261,0.004847013850532105,1.8927113185826534,169.85453033447266,4147.558566612681
C021_A18_SY15_P07_S07_01DAS,989,600,1266.153328712662,2.1137785120411707,17.75149579006767,0.05038276775595911,1.9814748447565675,270.5804443359375,3140.4869727132454
C021_A17_SY15_P07_S13_01NAS,1334,600,1658.9067227484916,2.769460305089299,15.627319502107346,0.029457052764826547,2.6766837471239864,420.63746643066406,12538.240012991737
C021_A20_SY17_P07_S03_01DBS,305,600,804.0341103150286,1.3422940072037202,54.68410549997363,0.006922917810597432,2.9464021081800444,392.9004821777344,8940.054994817483
C021_A17_SY15_P07_S03_01DAS,2371,600,1265.0651805131752,2.1119619040286723,64.10048475794812,0.008411621125636945,3.296817193949615,406.9954833984375,5327.358423451311
C021_A18_SY17_P07_S01_01DAS,816,600,708.2621824532596,1.182407650172385,11.843492233038381,0.026070032962469854,1.3436447293201317,210.46631622314453,2806.823738846082
C021_A18_SY15_P07_S09_01DBS,2968,600,1342.64077625807,2.2414704111153068,23.784398814671878,0.0023715638797560962,2.7238597105955025,370.94525146484375,3933.812372606343
C021_A17_SY15_P07_S14_01DAS,3523,600,1178.279922039771,1.9670783339562121,14.63414246082624,0.014802134364161175,2.0217797459744333,362.0875473022461,8823.307162705
C021_A17_SY15_P07_S14_01DBS,3079,600,1197.2256179994201,1.9987072086801687,13.038559332281135,0.03114926317732562,1.9115451897001472,474.50960540771484,11936.05490221454
C021_A20_SY17_P07_S01_02DAS,2239,600,300.3973166016451,0.5014980243767027,5.428684895906615,0.005636291051570588,0.7373265681517214,22.20543670654297,17.276655628302453
C021_A20_SY17_P07_S01_02DBS,469,600,427.2778009948373,0.7133185325456386,22.788721491168854,0.007377936150518348,1.156883977490739,81.52253723144531,81.6440019164026
C021_A18_SY15_P07_S06_02DBS,3562,600,1511.632679403837,2.5235937886541526,17.77029923557672,0.01844749260970254,2.7360008113459466,407.6238250732422,6478.14169201899
C021_A18_SY15_P07_S06_01DBS,3049,600,1231.922183390193,2.05663135791351,24.40833806347148,0.06048748012208666,2.4546887743471655,444.23702239990234,5303.778947580851
C021_A18_SY15_P07_S03_02DBS,3180,600,1519.4674721927856,2.5366735762817796,23.724054301045822,0.0347231841616368,2.3394589513487345,324.96105194091797,3707.2646323577037
C021_A18_SY15_P07_S03_01DBS,1010,600,1350.015017027228,2.2537813305963734,9.77494742737682,0.05844278009629981,1.6472670051794631,316.75513458251953,2260.101942958888
C021_A20_SY16_P07_S09_01DAS,960,600,904.7958584314965,1.5105106150776233,34.19770025878003,0.026859993986860852,1.9209103639979788,197.4545135498047,1300.2749841619286
C021_A20_SY16_P07_S11_01DAS,2179,600,406.43413328227143,0.6785210906214879,4.066389501804671,0.01723138911345374,0.7575073791530471,207.745849609375,5102.585217333526
C021_A18_SY15_P01_S04_01DBS,719,600,2651.402008698855,4.426380648912945,25.93646184246071,0.046226677120647514,4.611261118333332,641.4274597167969,14286.50739780551
C021_A19_SY15_P01_S06_01DBS,1708,600,1431.047769752309,2.3890613852292324,8.096938488845055,0.021467809359448364,1.6935051354896922,232.51151275634766,2966.822265653202
C021_A19_SY15_P01_S10_01DAS,2766,600,3173.6145627902133,5.298187917846764,39.363828637685046,0.09220226162583972,4.93579527129146,719.7545623779297,23476.567667740932
C021_A18_SY15_P07_S01_03DAS,3600,600,565.3487801557746,0.9438210019295069,8.559208582825486,0.01201392983035766,1.0879068036806052,164.67758178710938,979.1708759252709
C021_A18_SY15_P07_S02_03DAS,989,600,902.9482459661577,1.5074261201438361,10.930932402610617,0.010850114939367593,1.5740692143135453,262.88604736328125,2697.5349117474216
C021_A18_SY15_P07_S02_02DAS,1834,600,952.7583823432905,1.5905816065831215,20.562460482672755,0.014290896661421503,1.7819223975447636,249.14520263671875,2050.3185329879284
C021_A19_SY15_P01_S12_01NBS,762,600,1297.2486175421875,2.165690513426026,17.815530454489974,0.04202685546879432,2.472560624336502,339.05043029785156,5216.124186953791
C021_A19_SY15_P07_S02_02DAS,2353,600,2394.2680742581206,3.997108638160467,53.004826497843126,0.07860835316120789,4.482044808164218,368.60621643066406,6844.860354212685
C021_A20_SY16_P07_S12_01NBS,756,600,240.89439862956124,0.40216093260360786,9.178088014784743,0.011532424800363211,0.748327889648909,121.76985931396484,1484.166957133587
C021_A20_SY16_P07_S07_01DAS,1395,600,303.65324219880387,0.5069336263752979,32.94804223092166,0.012740604597014052,1.468696609767938,93.61953735351562,271.4499677800023
C021_A19_SY15_P07_S03_02DBS,859,600,1945.514112189406,3.2479367482293946,22.029996492199263,0.05770624075670746,2.387491032363258,369.0745086669921,4913.604522539993
C021_A19_SY15_P07_S02_02DBS,2467,600,1920.3895213589267,3.205992523136774,40.32125390744027,0.013186922359584005,2.876946143168105,386.99227142333984,6042.103557740692
C021_A20_SY16_P01_S11_02DBS,1334,600,628.3950974647848,1.0490736184720952,78.85290166960513,0.008498970865479115,3.487854519965308,249.21857833862305,2448.8601505217234
C021_A20_SY16_P01_S09_02DBS,1717,600,983.9876068254831,1.6427172067203386,97.07951286397883,0.021815543605924182,4.343395771945698,326.3627395629883,1700.7399687795453
C021_A20_SY16_P01_S13_02NBS,2657,600,390.96819097850533,0.6527014874432477,8.753853434553259,0.016104394094591377,0.810113978907475,75.64881134033203,278.21008188595977
C021_A20_SY16_P07_S01_01DAS,464,600,177.11405905208184,0.2956829032589013,2.724871920511598,0.004505892248740651,0.35963131819496214,83.69839477539062,322.1872267796741
C021_A20_SY16_P07_S03_01DAS,469,600,620.2301370123777,1.035442632741866,25.077463015955033,0.0232217827854044,1.6164966118101636,241.8743133544922,1308.104759458891
C021_A18_SY15_P07_S07_02DBS,1493,600,1469.3779103944144,2.4530516033295764,17.622372273490996,0.000765376965575223,2.651716709929255,310.99127197265625,4773.809341077254
C021_A18_SY15_P07_S08_03DAS,2319,600,1903.687537387446,3.1781094113312958,44.66663620637332,0.011654878441038817,3.7768420373510887,493.7369079589844,11209.872284273533
C021_A19_SY15_P01_S02_01DBS,160,600,1847.2710118498694,3.08392489457407,20.594383946018773,0.05815098686631373,2.381720146708503,445.31514739990234,10658.339440982647
C021_A19_SY15_P01_S04_01DAS,2353,600,3206.619472414969,5.353287933914802,41.48531057364474,0.36063150223015716,4.46754566690764,834.4088592529297,24442.6112470645
C021_A18_SY15_P07_S03_01DAS,2000,600,1208.0242762832777,2.0167350188368567,19.014402705778444,0.08288179010343066,1.6143135181259685,291.9181671142578,1754.8247574688921
C021_A18_SY15_P07_S09_02DBS,3602,600,993.830449564516,1.6591493314933503,21.195986215273983,0.013719189465338809,2.666957324723175,331.050048828125,4181.077040931149
C021_A18_SY17_P07_S02_01DAS,305,600,428.15065996778577,0.7147757261565706,11.30392869362916,0.011649573314229632,1.3455530459810545,225.16238403320312,2923.142746267235
C021_A18_SY17_P07_S02_02DAS,443,600,544.1403928459682,0.9084146792086275,9.058778136068744,0.007857965259504577,1.3642725209897133,228.1145248413086,3480.088933465937
C021_A20_SY16_P07_S14_01DAS,2458,600,563.0690287896693,0.9400150731046236,10.600518074462514,0.023467195345162114,1.1747526962452266,249.09537506103504,5230.068886447723
C021_A19_SY15_P07_S14_01DAS,2816,600,974.7325289663805,1.6272663254864452,13.067199804248183,0.022106800942573276,1.564598376128023,386.6674270629883,4633.62500037003
C021_A19_SY15_P07_S13_02NAS,3009,600,1951.3767897768196,3.257724189944607,13.427594072356694,0.03479772198486226,2.568058090342267,518.2789306640625,14449.74253123975
C021_A19_SY15_P07_S12_02NBS,528,600,1812.3687384030866,3.0256573262155033,21.129612901683302,0.0226073172898479,2.887678065355256,496.1240463256836,12650.431501005058
C021_A19_SY15_P07_S12_02NAS,578,600,2327.2811482933203,3.885277376115721,19.932208541659133,0.03631782847275697,3.219079119009267,716.3379135131836,19206.313525080688
C021_A19_SY15_P07_S11_02DAS,1672,600,1172.060621919483,1.9566955290809396,12.037772172829834,0.09426180392784686,1.5538137378887413,341.8453674316406,3832.852255099697
C021_A19_SY15_P07_S09_02DBS,1440,600,2044.309681831984,3.4128709212553967,25.499475681644224,0.035892759020648375,3.1247521313098123,378.9291534423828,10207.226803053252
C021_A18_SY15_P07_S01_01DBS,3419,600,824.6400778239831,1.3766946207412083,13.711112276584014,0.01009145987442463,1.5077102978343966,254.5341339111328,2458.4284560189003
C021_A18_SY15_P07_S01_01DAS,719,600,1530.374122258662,2.554881673219802,14.074568454446085,0.046574259280580906,1.819621163694956,304.7495880126953,5246.24155584588
C021_A20_SY16_P01_S10_02DBS,2110,600,923.8805111971949,1.5423714711138488,12.870957997130143,0.011029392188653215,1.7536442247148252,356.76556396484375,6999.874920036475
C021_A20_SY16_P01_S04_02DBS,314,600,650.8006441621042,1.0864785378332282,23.094108994195636,0.016475881958152236,1.3347009345883531,117.37472534179688,1052.2298248007169
C021_A19_SY16_P01_S02_01DBS,1509,600,1055.4711226823097,1.7620552966315677,48.0695547077577,0.0045351279965916225,3.0920149930056016,257.7821731567383,1146.1190038393418
C021_A19_SY16_P01_S04_01DAS,1723,600,1477.5983137826652,2.4667751482181406,22.945295255930414,0.019947877444800585,2.653557350531759,264.67030334472656,2350.1409243836156
C021_A20_SY16_P01_S02_02DBS,1980,600,607.6441852850281,1.0144310271870258,10.244434671084282,0.012220642131149012,1.1862447925361166,118.48387145996094,815.1937534432062
C021_A18_SY15_P01_S06_02DBS,1872,600,986.0148397987894,1.6461015689462253,41.63826882663216,0.031037008040922104,2.7928447196916415,183.8989715576172,1246.1363556068877
C021_A19_SY16_P01_S08_01DAS,989,600,2073.784931557956,3.462078349846338,40.83806504912402,0.09742022124433965,3.7858701915501847,268.71934509277344,1786.7654860184784
C021_A19_SY16_P01_S01_01DAS,1238,600,1812.8766130861445,3.0265051971388055,24.174968810162188,0.006098864690680431,3.9113180342342795,227.09075927734375,1520.038281931621
C021_A19_SY16_P07_S06_01DBS,2159,600,3104.570399264128,5.182922202444285,42.887621479121165,0.08406879374012537,5.176952809434256,347.8042984008789,3441.0868203091313
C021_A19_SY16_P07_S06_01DAS,1276,600,2673.9501508963835,4.464023624200974,34.17294699730563,0.04853801613331741,4.7117801366336405,314.7960662841797,3628.6152031655706
C021_A19_SY16_P07_S02_01DBS,483,600,1112.774360292447,1.8577201340441534,40.54413046801351,0.010896613128989971,2.8809962099300117,312.79920959472656,2464.3477075690566
C021_A19_SY16_P01_S10_01DAS,483,600,2552.9031431088893,4.2619418081951395,23.473445688908296,0.037196909411290335,4.063877941174867,301.1569519042969,2729.4167324617065
C021_A19_SY16_P07_S14_01DAS,3743,600,774.5977759531671,1.293151545831665,7.347322352276718,0.003935969072134273,1.3172672081603556,99.92306518554688,455.6610393382824
C021_A19_SY17_P07_S02_01DAS,1501,600,1826.7543336432764,3.049673344980429,20.51442416862138,0.03743639023880145,3.502282334155968,263.0920867919922,2185.3561973428377
C021_A19_SY16_P07_S12_01NAS,3066,600,2336.7967724051064,3.9011632260519313,43.351178514242925,0.047913283446439615,4.552651733109473,328.25982666015625,5447.501615246001
C021_A19_SY16_P07_S08_01DBS,3507,600,1501.6690901381992,2.5069600837031705,46.49915999244823,0.017229497328587157,3.953389322710095,342.72083282470703,8327.324958059284
C021_A20_SY15_P07_S10_01DAS,2702,600,1579.5883685179238,2.6370423514489563,15.939135693604182,0.08886235742752385,2.475666787649888,425.0988311767578,7826.664981316379
C021_A20_SY15_P07_S09_02DAS,859,600,1163.8246431051282,1.9429459818115646,15.467947554847154,0.020034301937807843,2.1658208895981668,296.3553924560547,3199.616540001895
C021_A20_SY15_P07_S10_02DAS,469,600,1082.8073660353368,1.807691762997222,40.99251862645899,0.003648478252501861,2.4305501859719363,396.05908203125,6063.348281455623
C021_A20_SY15_P07_S11_01NAS,2804,600,1276.4640506086089,2.130991737243085,19.17105213828313,0.00432664033407155,2.6778625763755377,422.76194763183594,12472.964677250215
C021_A20_SY15_P07_S12_01NBS,1068,600,1363.0568702412804,2.275554040469584,21.107919426892906,0.020607085017684316,3.239271947189489,807.3616104125977,24772.596904250215
C021_A20_SY15_P07_S11_02DAS,3128,600,1457.1845789152005,2.432695457287483,28.854788556789302,0.05381492821504441,2.3228546188698984,398.6095275878906,7774.747003882885
C021_A20_SY15_P07_S14_02DBS,1621,600,941.4736399135763,1.5717423036954532,9.201631243226503,0.009246738043135368,1.3754920146909402,226.94022369384766,1821.7154119765214
C021_A20_SY15_P07_S13_01NBS,483,600,1521.270718459207,2.5396840041055215,24.798424161950646,0.008083486623248674,2.8710482844644845,402.9067916870117,5386.977574844521
C021_A20_SY15_P07_S12_02NAS,2110,600,1888.010789972756,3.151937879754185,19.59936636206056,0.03233413461363973,2.9040947906933154,795.5218887329102,25505.78592371434
C021_A20_SY15_P07_S13_02NBS,1815,600,1071.2870160340199,1.7884591252654751,11.508399954899435,0.03495451212821908,1.6938910123558957,280.7886161804199,2591.506307840403
